epoch,loss
1,0.43538491427898407
2,0.41380153596401215
3,0.39197734743356705
4,0.37335487455129623
5,0.3566279262304306
6,0.34222715348005295
7,0.32775770127773285
8,0.3176708072423935
9,0.30786147713661194
10,0.29958660155534744
11,0.2927232086658478
12,0.28654492646455765
13,0.2818611115217209
14,0.2776128575205803
15,0.27345160394907
16,0.2700249031186104
17,0.266297809779644
18,0.26263436675071716
19,0.2594749331474304
20,0.2557478994131088
21,0.2523728683590889
22,0.24856609478592873
23,0.24420373141765594
24,0.2403537482023239
25,0.23619262874126434
26,0.23204275220632553
27,0.22757594287395477
28,0.22278141230344772
29,0.21808729320764542
30,0.21271348744630814
31,0.20766450464725494
32,0.20174148306250572
33,0.19710880145430565
34,0.19141154363751411
35,0.1851707249879837
36,0.1795041561126709
37,0.17266160994768143
38,0.16698037460446358
39,0.16118839755654335
40,0.15490376204252243
41,0.14934315904974937
42,0.1439528539776802
43,0.1398031860589981
44,0.1336071640253067
45,0.13078095018863678
46,0.12591446191072464
47,0.12221981026232243
48,0.11958763375878334
49,0.11578971892595291
50,0.11363189853727818
