epoch,loss
1,2.2508692741394043
2,2.252364158630371
3,2.1659884452819824
4,2.151637077331543
5,2.1365272998809814
6,2.1054742336273193
7,2.0817770957946777
8,2.044783353805542
9,2.0470991134643555
10,2.02482271194458
11,1.9989871978759766
12,1.9795953035354614
13,1.9213175773620605
14,1.9062637090682983
15,1.882359266281128
16,1.878484845161438
17,1.8450782299041748
18,1.8252613544464111
19,1.7969599962234497
20,1.7889399528503418
21,1.7576042413711548
22,1.7450206279754639
23,1.7132983207702637
24,1.7200260162353516
25,1.6935780048370361
26,1.672987937927246
27,1.6609694957733154
28,1.6462129354476929
29,1.6274843215942383
30,1.6085010766983032
31,1.5913360118865967
32,1.578835129737854
33,1.564415693283081
34,1.5524145364761353
35,1.5456252098083496
36,1.5210182666778564
37,1.518513798713684
38,1.50425386428833
39,1.4936928749084473
40,1.481600046157837
41,1.471326470375061
42,1.4569337368011475
43,1.4492462873458862
44,1.4272356033325195
45,1.4289966821670532
46,1.4258384704589844
47,1.405144214630127
48,1.407912015914917
49,1.386543869972229
50,1.3789793252944946
51,1.3745907545089722
52,1.367935299873352
53,1.355346441268921
54,1.3485475778579712
55,1.3433470726013184
56,1.3367801904678345
57,1.3311461210250854
58,1.3224691152572632
59,1.3142341375350952
60,1.306863784790039
61,1.3072508573532104
62,1.2948311567306519
63,1.2909820079803467
64,1.2837245464324951
65,1.2766493558883667
66,1.2688369750976562
67,1.2636761665344238
68,1.2576487064361572
69,1.2517790794372559
70,1.24579918384552
71,1.2401669025421143
72,1.2361598014831543
73,1.2272330522537231
74,1.2214024066925049
75,1.2158643007278442
76,1.2120105028152466
77,1.205072283744812
78,1.2010066509246826
79,1.1936320066452026
80,1.1926555633544922
81,1.1835342645645142
82,1.1788843870162964
83,1.1729332208633423
84,1.1661665439605713
85,1.1623094081878662
86,1.1589152812957764
87,1.1523551940917969
88,1.145639181137085
89,1.1406134366989136
90,1.1360810995101929
91,1.1293513774871826
92,1.1235997676849365
93,1.1214481592178345
94,1.1148815155029297
95,1.110045313835144
96,1.1057838201522827
97,1.0999126434326172
98,1.0955406427383423
99,1.0890922546386719
100,1.0874749422073364
101,1.0794316530227661
102,1.0750558376312256
103,1.070438265800476
104,1.06473970413208
105,1.059051513671875
106,1.054853081703186
107,1.0495318174362183
108,1.0472056865692139
109,1.043357014656067
110,1.0361802577972412
111,1.0311702489852905
112,1.026241660118103
113,1.0235257148742676
114,1.016925573348999
115,1.014894962310791
116,1.007922649383545
117,1.0025547742843628
118,0.9990499019622803
119,0.9952767491340637
120,0.9892338514328003
121,0.9848237633705139
122,0.9801703095436096
123,0.9761638045310974
124,0.9727655649185181
125,0.9672811627388
126,0.9623495936393738
127,0.9597903490066528
128,0.95368492603302
129,0.9499375224113464
130,0.9470906257629395
131,0.9410848021507263
132,0.9367235898971558
133,0.9304085373878479
134,0.9298033714294434
135,0.9237663149833679
136,0.9206975698471069
137,0.9155178070068359
138,0.9110907912254333
139,0.9063078165054321
140,0.9037821888923645
141,0.9000369310379028
142,0.8943108916282654
143,0.8912839293479919
144,0.8855276107788086
145,0.8829969763755798
146,0.8783674240112305
147,0.8733893632888794
148,0.8702731728553772
149,0.8675683736801147
150,0.8637181520462036
151,0.8592771887779236
152,0.8544012308120728
153,0.8489960432052612
154,0.8457618951797485
155,0.8430928587913513
156,0.8380606770515442
157,0.8344482779502869
158,0.8302404880523682
159,0.8271562457084656
160,0.8224116563796997
161,0.8207511305809021
162,0.8158876299858093
163,0.811044454574585
164,0.8074633479118347
165,0.8044360876083374
166,0.8015334606170654
167,0.7964218258857727
168,0.7930881381034851
169,0.7897915244102478
170,0.7856575846672058
171,0.7821351289749146
172,0.7798974514007568
173,0.7742153406143188
174,0.7724730372428894
175,0.7682819366455078
176,0.7638651728630066
177,0.7595775723457336
178,0.7573134899139404
179,0.7524313926696777
180,0.7505180835723877
181,0.7470296025276184
182,0.7429738640785217
183,0.739417314529419
184,0.7355831861495972
185,0.7330635190010071
186,0.730545699596405
187,0.7262551188468933
188,0.7221513390541077
189,0.7192314267158508
190,0.7160114645957947
191,0.7128687500953674
192,0.7093233466148376
193,0.7064569592475891
194,0.7026708126068115
195,0.6996248364448547
196,0.6959906220436096
