epoch,loss
1,1.6834707260131836
2,1.677951693534851
3,1.6551859378814697
4,1.648206114768982
5,1.6404943466186523
6,1.6290905475616455
7,1.620309829711914
8,1.6086851358413696
9,1.6053943634033203
10,1.5947457551956177
11,1.5856555700302124
12,1.5775693655014038
13,1.563120722770691
14,1.5566742420196533
15,1.5477542877197266
16,1.5422178506851196
17,1.5331811904907227
18,1.5250576734542847
19,1.5172553062438965
20,1.5101956129074097
21,1.5022592544555664
22,1.4968962669372559
23,1.4873573780059814
24,1.4820153713226318
25,1.474972128868103
26,1.466658592224121
27,1.4598350524902344
28,1.453016996383667
29,1.4460079669952393
30,1.4382152557373047
31,1.432119607925415
32,1.425154447555542
33,1.4172577857971191
34,1.411591649055481
35,1.4046238660812378
36,1.3979153633117676
37,1.3907989263534546
38,1.3846337795257568
39,1.3769278526306152
40,1.372018814086914
41,1.3645843267440796
42,1.3584091663360596
43,1.3504711389541626
44,1.3456190824508667
45,1.3383225202560425
46,1.3330860137939453
47,1.3241932392120361
48,1.3192692995071411
49,1.3118976354599
50,1.3058180809020996
51,1.2989991903305054
52,1.2921737432479858
53,1.286199688911438
54,1.279171347618103
55,1.273812174797058
56,1.26693594455719
57,1.2613083124160767
58,1.255383014678955
59,1.2483185529708862
60,1.241766333580017
61,1.2372130155563354
62,1.2302290201187134
63,1.225206732749939
64,1.2180566787719727
65,1.2120742797851562
66,1.2057090997695923
67,1.1998350620269775
68,1.1936413049697876
69,1.1871308088302612
70,1.1820902824401855
71,1.1761444807052612
72,1.1705604791641235
73,1.1631014347076416
74,1.1586716175079346
75,1.1524779796600342
76,1.146841049194336
77,1.1405426263809204
78,1.1352521181106567
79,1.1290310621261597
80,1.1258374452590942
81,1.1185612678527832
82,1.1115044355392456
83,1.106711983680725
84,1.1004579067230225
85,1.0958529710769653
86,1.0908377170562744
87,1.0845000743865967
88,1.0784001350402832
89,1.0729726552963257
90,1.068222165107727
91,1.0623087882995605
92,1.0570238828659058
93,1.0525833368301392
94,1.0463659763336182
95,1.0412206649780273
96,1.035986065864563
97,1.0306404829025269
98,1.0256226062774658
99,1.0189752578735352
100,1.015129804611206
101,1.0099925994873047
102,1.0042163133621216
103,0.998948335647583
104,0.9939659833908081
105,0.9890015721321106
106,0.9838742017745972
107,0.9788244366645813
108,0.9737992286682129
109,0.9699043035507202
110,0.963585376739502
111,0.9587910175323486
112,0.9538236260414124
113,0.9490206837654114
114,0.9437474608421326
115,0.939802885055542
116,0.9337814450263977
117,0.9294759035110474
118,0.9246882796287537
119,0.9196741580963135
120,0.9145355820655823
121,0.9099187254905701
122,0.9056879281997681
123,0.900547206401825
124,0.8966795802116394
125,0.8910755515098572
126,0.886609673500061
127,0.882809579372406
128,0.8777824640274048
129,0.8728363513946533
130,0.8691137433052063
131,0.8638660311698914
132,0.8589963316917419
133,0.8542704582214355
134,0.8511990308761597
135,0.8455310463905334
136,0.8419979810714722
137,0.8370586633682251
138,0.8320557475090027
139,0.8279316425323486
140,0.8240725994110107
141,0.8201389312744141
142,0.8154023289680481
143,0.8115988969802856
144,0.8065833449363708
145,0.8027165532112122
146,0.7982742786407471
147,0.7941392660140991
148,0.7906966209411621
149,0.786166787147522
150,0.7823166251182556
151,0.7775707244873047
152,0.7742472290992737
153,0.7689600586891174
154,0.7653369307518005
155,0.7625226974487305
156,0.7568228840827942
157,0.7531754374504089
158,0.7482501864433289
159,0.7448561787605286
160,0.7402690649032593
161,0.7377052903175354
162,0.7334474325180054
163,0.7291550636291504
164,0.7247083187103271
165,0.7218617796897888
166,0.7178770303726196
167,0.713627278804779
168,0.7099404335021973
169,0.7069563865661621
170,0.7033095955848694
171,0.6983792781829834
172,0.6957038640975952
173,0.6921574473381042
174,0.6874526739120483
175,0.6843097805976868
176,0.680171012878418
177,0.6757407784461975
178,0.6730173826217651
179,0.6690709590911865
180,0.6659791469573975
181,0.6617929339408875
182,0.6590988636016846
183,0.6556686758995056
184,0.6505300998687744
185,0.6483601927757263
186,0.6448277235031128
187,0.6416094303131104
188,0.6370912194252014
189,0.6338199973106384
190,0.6303666234016418
191,0.6272979378700256
192,0.6237974166870117
193,0.6197313070297241
194,0.617344319820404
195,0.6141408085823059
196,0.6105213761329651
197,0.6074680685997009
198,0.603469967842102
199,0.6000914573669434
200,0.5966267585754395
201,0.593715488910675
202,0.5905908942222595
203,0.5867130756378174
204,0.5845221877098083
205,0.5815905928611755
206,0.5775090456008911
207,0.5749277472496033
208,0.5718285441398621
209,0.5680460929870605
210,0.565406322479248
211,0.5626233816146851
212,0.5600677728652954
213,0.5561080574989319
214,0.5539281964302063
215,0.550072193145752
216,0.5473649501800537
217,0.5447561144828796
218,0.5404363870620728
219,0.5379719138145447
220,0.5364242196083069
221,0.5326835513114929
222,0.5296461582183838
223,0.5267830491065979
224,0.524246871471405
225,0.5213966965675354
226,0.5177537798881531
227,0.5146146416664124
228,0.5128002762794495
229,0.5089396238327026
230,0.5069740414619446
231,0.5040677189826965
232,0.5008893013000488
233,0.49843987822532654
234,0.4975307285785675
235,0.4926626980304718
236,0.49048420786857605
237,0.48773300647735596
238,0.4845661520957947
239,0.48210495710372925
240,0.48025909066200256
241,0.4770011603832245
242,0.4751645624637604
243,0.47232913970947266
244,0.46934911608695984
